,red,white,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
755,0,1,7.1,0.28,0.44,1.8,0.032,107.0,0.9907,3.25,0.48,12.2,7
756,0,1,5.8,0.25,0.28,11.1,0.056,175.0,0.99755,3.42,0.43,9.5,5
757,0,1,6.8,0.22,0.37,15.2,0.051,178.0,0.99935,3.4,0.85,9.3,6
758,0,1,7.1,0.14,0.4,1.2,0.051,136.0,0.9932,3.3,0.96,9.8,7
759,0,1,7.1,0.13,0.4,1.2,0.047,134.0,0.9932,3.3,0.97,9.8,7
760,0,1,6.9,0.18,0.38,8.1,0.049,176.0,0.9958,3.3,0.54,9.8,6
761,0,1,7.0,0.2,0.38,8.1,0.05,173.0,0.99585,3.3,0.54,9.8,6
762,0,1,6.8,0.24,0.49,19.3,0.057,247.0,1.00055,3.0,0.56,8.7,5
763,0,1,5.0,0.44,0.04,18.6,0.039,128.0,0.9985,3.37,0.57,10.2,6
764,0,1,6.3,0.3,0.28,5.0,0.042,168.0,0.99505,3.22,0.69,9.5,6
765,0,1,7.2,0.27,0.42,1.6,0.05,135.0,0.992,2.94,0.46,11.0,6
766,0,1,6.7,0.5,0.63,13.4,0.078,238.0,0.9988,3.08,0.44,9.2,5
767,0,1,6.8,0.2,0.36,1.6,0.028,46.0,0.99175,3.21,0.6,10.9,6
768,0,1,6.7,0.11,0.34,8.8,0.043,113.0,0.9962,3.42,0.4,9.3,7
769,0,1,6.7,0.11,0.34,8.8,0.043,113.0,0.9962,3.42,0.4,9.3,7
770,0,1,6.8,0.12,0.31,5.2,0.045,120.0,0.9942,3.41,0.46,9.8,7
771,0,1,6.6,0.16,0.57,1.1,0.13,140.0,0.9927,3.12,0.39,9.3,7
772,0,1,6.6,0.21,0.6,1.1,0.135,144.0,0.9927,3.12,0.39,9.3,7
773,0,1,6.1,0.27,0.3,16.7,0.039,172.0,0.99985,3.4,0.45,9.4,5
774,0,1,9.1,0.27,0.45,10.6,0.035,124.0,0.997,3.2,0.46,10.4,9
775,0,1,6.4,0.225,0.48,2.2,0.115,104.0,0.9918,3.24,0.58,12.1,6
776,0,1,8.3,0.14,0.45,1.5,0.039,98.0,0.99215,3.02,0.56,11.0,6
777,0,1,7.2,0.23,0.19,13.7,0.052,197.0,0.99865,3.12,0.53,9.0,5
778,0,1,6.9,0.22,0.37,15.0,0.053,178.0,0.9992,3.37,0.82,9.5,7
779,0,1,8.1,0.17,0.44,14.1,0.053,145.0,1.0006,3.28,0.75,8.8,8
780,0,1,6.0,0.395,0.0,1.4,0.042,55.0,0.99135,3.37,0.38,11.2,4
781,0,1,7.8,0.29,0.22,9.5,0.056,213.0,0.99715,3.08,0.61,9.3,6
782,0,1,6.9,0.22,0.37,15.0,0.053,178.0,0.9992,3.37,0.82,9.5,7
783,0,1,8.1,0.17,0.44,14.1,0.053,145.0,1.0006,3.28,0.75,8.8,8
784,0,1,7.2,0.23,0.19,13.7,0.052,197.0,0.99865,3.12,0.53,9.0,5
785,0,1,7.6,0.3,0.27,10.6,0.039,119.0,0.99815,3.27,0.3,9.3,6
786,0,1,7.7,0.34,0.28,11.0,0.04,117.0,0.99815,3.27,0.29,9.2,6
787,0,1,7.7,0.34,0.28,11.0,0.04,117.0,0.99815,3.27,0.29,9.2,6
788,0,1,5.8,0.34,0.16,7.0,0.037,116.0,0.9949,3.46,0.45,10.0,7
789,0,1,7.6,0.3,0.27,10.6,0.039,119.0,0.99815,3.27,0.3,9.3,6
790,0,1,7.7,0.34,0.28,11.0,0.04,117.0,0.99815,3.27,0.29,9.2,6
791,0,1,5.9,0.24,0.3,2.0,0.033,92.0,0.99225,3.39,0.69,10.9,7
792,0,1,6.4,0.46,0.08,4.9,0.046,144.0,0.99445,3.1,0.56,10.0,5
793,0,1,5.9,0.24,0.3,2.0,0.033,92.0,0.99225,3.39,0.69,10.9,7
794,0,1,7.4,0.32,0.27,1.4,0.049,173.0,0.99335,3.03,0.52,9.3,5
795,0,1,7.2,0.31,0.26,7.3,0.05,157.0,0.99625,3.09,0.43,9.0,5
796,0,1,7.8,0.42,0.23,8.8,0.054,215.0,0.9971,3.02,0.58,9.2,6
797,0,1,6.9,0.24,0.33,12.5,0.046,153.0,0.9983,3.28,0.77,9.6,6
798,0,1,5.4,0.18,0.24,4.8,0.041,113.0,0.99445,3.42,0.4,9.4,6
799,0,1,6.0,0.18,0.31,1.4,0.036,75.0,0.99085,3.34,0.58,11.1,8
800,0,1,7.8,0.27,0.58,11.2,0.036,161.0,0.9977,3.06,0.41,8.9,6
801,0,1,6.0,0.28,0.49,6.8,0.048,222.0,0.9953,3.19,0.47,9.3,5
802,0,1,6.8,0.39,0.35,11.6,0.044,220.0,0.99775,3.07,0.53,9.3,5
803,0,1,6.6,0.21,0.31,11.4,0.039,165.0,0.99795,3.41,0.44,9.8,7
804,0,1,7.3,0.32,0.34,6.6,0.032,112.0,0.99505,3.22,0.46,9.8,6
805,0,1,7.8,0.27,0.58,11.2,0.036,161.0,0.9977,3.06,0.41,8.9,6
806,0,1,6.4,0.31,0.26,13.2,0.046,205.0,0.9975,3.17,0.41,9.6,5
807,0,1,6.2,0.29,0.26,13.1,0.046,204.0,0.99745,3.16,0.41,9.6,6
808,0,1,6.0,0.39,0.17,12.0,0.046,246.0,0.9976,3.15,0.38,9.0,6
809,0,1,6.2,0.3,0.26,13.4,0.046,206.0,0.99775,3.17,0.43,9.5,6
810,0,1,6.0,0.28,0.49,6.8,0.048,222.0,0.9953,3.19,0.47,9.3,5
811,0,1,6.0,0.41,0.05,1.5,0.063,120.0,0.9932,3.21,0.56,9.2,6
813,0,1,6.5,0.26,0.32,16.5,0.045,166.0,1.0,3.38,0.46,9.5,6
814,0,1,7.9,0.35,0.24,15.6,0.072,229.0,0.99785,3.03,0.59,10.5,6
815,0,1,6.2,0.3,0.17,2.8,0.04,125.0,0.9939,3.01,0.46,9.0,5
816,0,1,8.4,0.18,0.42,5.1,0.036,77.0,0.9939,3.16,0.52,11.7,5
817,0,1,6.6,0.56,0.22,8.9,0.034,133.0,0.99675,3.2,0.51,9.1,5
818,0,1,6.2,0.3,0.17,2.8,0.04,125.0,0.9939,3.01,0.46,9.0,5
819,0,1,6.6,0.56,0.22,8.9,0.034,133.0,0.99675,3.2,0.51,9.1,5
820,0,1,6.6,0.36,0.29,1.6,0.021,85.0,0.98965,3.41,0.61,12.4,9
821,0,1,7.3,0.655,0.2,10.2,0.071,212.0,0.9971,2.96,0.58,9.2,6
822,0,1,6.8,0.18,0.21,5.4,0.053,104.0,0.99445,3.3,0.43,9.4,5
823,0,1,6.7,0.19,0.23,6.2,0.047,117.0,0.9945,3.34,0.43,9.6,6
824,0,1,8.4,0.18,0.42,5.1,0.036,77.0,0.9939,3.16,0.52,11.7,5
825,0,1,7.0,0.21,0.37,7.2,0.042,167.0,0.9958,3.26,0.56,9.8,6
826,0,1,6.8,0.25,0.38,8.1,0.046,155.0,0.9956,3.33,0.59,10.2,6
827,0,1,7.4,0.24,0.36,2.0,0.031,139.0,0.99055,3.28,0.48,12.5,9
828,0,1,7.1,0.16,0.36,10.7,0.044,90.0,0.9959,3.16,0.44,10.9,7
829,0,1,7.1,0.16,0.36,1.2,0.043,90.0,0.9925,3.16,0.42,11.0,7
830,0,1,7.3,0.205,0.31,1.7,0.06,110.0,0.9963,3.72,0.69,10.5,6
831,0,1,7.4,0.17,0.4,5.5,0.037,161.0,0.9935,3.05,0.62,11.5,4
832,0,1,7.3,0.3,0.34,2.7,0.044,108.0,0.99105,3.36,0.53,12.8,8
833,0,1,6.9,0.25,0.34,1.3,0.035,82.0,0.99045,3.18,0.44,12.2,6
834,0,1,7.3,0.205,0.31,1.7,0.06,110.0,0.9963,3.72,0.69,10.5,6
835,0,1,7.5,0.42,0.34,4.3,0.04,108.0,0.99155,3.14,0.45,12.8,8
836,0,1,7.3,0.25,0.36,2.1,0.034,177.0,0.99085,3.25,0.4,11.9,8
837,0,1,7.3,0.25,0.36,2.1,0.034,177.0,0.99085,3.25,0.4,11.9,8
838,0,1,7.3,0.25,0.36,2.1,0.034,177.0,0.99085,3.25,0.4,11.9,8
839,0,1,7.5,0.34,0.35,6.0,0.034,126.0,0.9924,3.16,0.39,12.0,7
840,0,1,7.6,0.33,0.35,6.3,0.036,126.0,0.9924,3.16,0.39,12.0,7
841,0,1,8.7,0.23,0.32,13.4,0.044,169.0,0.99975,3.12,0.47,8.8,7
842,0,1,8.7,0.23,0.32,13.4,0.044,169.0,0.99975,3.12,0.47,8.8,7
843,0,1,6.9,0.19,0.35,1.7,0.036,101.0,0.99315,3.21,0.54,10.8,7
844,0,1,7.3,0.21,0.29,1.6,0.034,118.0,0.9917,3.3,0.5,11.0,8
845,0,1,7.3,0.21,0.29,1.6,0.034,118.0,0.9917,3.3,0.5,11.0,8
846,0,1,6.6,0.22,0.37,15.4,0.035,153.0,0.99845,3.02,0.4,9.3,5
847,0,1,9.2,0.34,0.27,1.2,0.026,73.0,0.9921,3.08,0.39,10.8,5
848,0,1,8.7,0.23,0.32,13.4,0.044,169.0,0.99975,3.12,0.47,8.8,7
849,0,1,6.0,0.2,0.24,1.8,0.03,105.0,0.9909,3.31,0.47,11.5,6
850,0,1,6.9,0.19,0.35,1.7,0.036,101.0,0.99315,3.21,0.54,10.8,7
851,0,1,8.2,0.38,0.49,13.6,0.042,166.0,0.99855,3.1,0.54,9.4,5
852,0,1,6.9,0.18,0.36,1.3,0.036,117.0,0.9934,3.27,0.95,9.5,7
853,0,1,7.7,0.34,0.58,11.1,0.039,151.0,0.9978,3.06,0.49,8.6,5
854,0,1,6.9,0.18,0.36,1.3,0.036,117.0,0.9934,3.27,0.95,9.5,7
855,0,1,7.4,0.2,0.35,2.1,0.038,116.0,0.9949,3.49,0.77,10.3,7
856,0,1,8.2,0.38,0.49,13.6,0.042,166.0,0.99855,3.1,0.54,9.4,5
857,0,1,8.2,0.4,0.48,13.7,0.042,169.0,0.9986,3.1,0.52,9.4,5
858,0,1,6.7,0.22,0.39,10.2,0.038,149.0,0.99725,3.17,0.54,10.0,7
859,0,1,6.6,0.3,0.3,4.8,0.17,166.0,0.9946,3.18,0.47,9.4,5
860,0,1,8.1,0.27,0.35,1.7,0.03,103.0,0.99255,3.22,0.63,10.4,8
861,0,1,7.3,0.25,0.42,14.2,0.041,182.0,0.9996,3.29,0.75,9.1,7
862,0,1,4.8,0.34,0.0,6.5,0.028,163.0,0.9939,3.36,0.61,9.9,6
863,0,1,6.2,0.28,0.33,1.7,0.029,111.0,0.99,3.24,0.5,12.1,6
864,0,1,4.8,0.33,0.0,6.5,0.028,163.0,0.9937,3.35,0.61,9.9,5
865,0,1,6.1,0.27,0.33,2.2,0.021,117.0,0.9886,3.12,0.3,12.5,6
866,0,1,6.9,0.18,0.36,1.3,0.036,117.0,0.9934,3.27,0.95,9.5,7
867,0,1,7.8,0.18,0.46,12.6,0.042,143.0,1.0,3.24,0.76,8.5,8
868,0,1,7.3,0.28,0.42,14.4,0.04,173.0,0.9994,3.28,0.82,9.0,7
869,0,1,7.3,0.24,0.29,1.2,0.037,97.0,0.9926,3.19,0.7,10.1,6
870,0,1,6.0,0.45,0.65,9.7,0.08,159.0,0.9956,3.04,0.48,9.4,5
871,0,1,7.7,0.34,0.58,11.1,0.039,151.0,0.9978,3.06,0.49,8.6,5
872,0,1,6.3,0.26,0.21,4.0,0.03,125.0,0.9915,3.06,0.34,10.7,6
873,0,1,10.3,0.17,0.47,1.4,0.037,33.0,0.9939,2.89,0.28,9.6,3
874,0,1,7.7,0.15,0.29,1.3,0.029,64.0,0.9932,3.35,0.39,10.1,5
875,0,1,7.1,0.21,0.32,2.2,0.037,141.0,0.993,3.2,0.57,10.0,7
876,0,1,6.9,0.36,0.34,4.2,0.018,119.0,0.9898,3.28,0.36,12.7,9
877,0,1,6.0,0.28,0.34,1.6,0.119,104.0,0.9921,3.19,0.38,10.2,6
878,0,1,6.2,0.16,0.54,1.4,0.126,110.0,0.9932,3.23,0.37,8.9,6
879,0,1,6.9,0.12,0.36,2.2,0.037,111.0,0.9919,3.41,0.82,11.9,8
880,0,1,7.1,0.21,0.32,2.2,0.037,141.0,0.993,3.2,0.57,10.0,7
881,0,1,8.8,0.36,0.44,1.9,0.04,121.0,0.9953,3.19,0.48,9.9,6
882,0,1,7.4,0.26,0.43,6.0,0.022,125.0,0.9928,3.13,0.55,11.5,6
883,0,1,7.4,0.26,0.43,6.0,0.022,125.0,0.9928,3.13,0.55,11.5,6
884,0,1,6.8,0.23,0.29,12.2,0.035,236.0,0.9976,3.35,0.52,9.8,6
885,0,1,6.1,0.34,0.27,2.6,0.024,105.0,0.9906,3.4,0.67,12.2,7
886,0,1,7.3,0.26,0.31,1.6,0.04,173.0,0.9918,3.19,0.51,11.4,6
887,0,1,6.5,0.3,0.32,2.0,0.044,90.0,0.99185,3.37,0.68,11.0,7
888,0,1,7.3,0.26,0.31,1.6,0.04,173.0,0.9918,3.19,0.51,11.4,6
889,0,1,6.5,0.3,0.32,2.0,0.044,90.0,0.99185,3.37,0.68,11.0,7
890,0,1,5.0,0.31,0.0,6.4,0.046,166.0,0.994,3.3,0.63,9.9,6
891,0,1,5.8,0.26,0.18,1.2,0.031,114.0,0.9908,3.42,0.4,11.0,7
892,0,1,5.9,0.26,0.3,1.0,0.036,114.0,0.9928,3.58,0.48,9.4,5
893,0,1,7.0,0.31,0.29,1.4,0.037,128.0,0.9896,3.12,0.36,12.2,7
894,0,1,5.8,0.26,0.18,1.2,0.031,114.0,0.9908,3.42,0.4,11.0,7
895,0,1,5.6,0.19,0.39,1.1,0.043,67.0,0.9918,3.23,0.53,10.3,6
896,0,1,6.8,0.18,0.28,8.7,0.047,242.0,0.9952,3.22,0.53,10.5,6
897,0,1,7.0,0.29,0.26,1.6,0.044,87.0,0.9923,3.08,0.46,10.5,6
898,0,1,6.6,0.26,0.29,1.4,0.039,67.0,0.9915,3.05,0.49,10.9,6
899,0,1,6.8,0.18,0.28,8.5,0.047,242.0,0.9952,3.22,0.53,10.5,6
900,0,1,6.6,0.2,0.38,7.9,0.052,145.0,0.9947,3.32,0.56,11.0,7
901,0,1,8.0,0.29,0.29,13.2,0.046,113.0,0.9983,3.25,0.37,9.7,6
902,0,1,6.1,0.28,0.35,12.8,0.048,229.0,0.9975,3.08,0.4,8.9,5
903,0,1,5.9,0.31,0.3,7.7,0.047,206.0,0.995,3.2,0.39,9.6,6
904,0,1,6.9,0.21,0.28,2.4,0.056,159.0,0.9944,3.02,0.47,8.8,8
905,0,1,8.4,0.19,0.42,1.6,0.047,101.0,0.994,3.06,0.65,11.1,4
906,0,1,8.3,0.27,0.45,1.3,0.048,72.0,0.9944,3.08,0.61,10.3,4
907,0,1,7.1,0.25,0.39,2.1,0.036,124.0,0.9908,3.28,0.43,12.2,8
908,0,1,8.0,0.23,0.37,9.6,0.054,159.0,0.99795,3.32,0.47,9.8,4
910,0,1,6.3,0.33,0.2,5.8,0.04,144.0,0.99425,3.15,0.63,9.9,5
911,0,1,6.2,0.33,0.19,5.6,0.042,143.0,0.99425,3.15,0.63,9.9,5
912,0,1,6.3,0.34,0.19,5.8,0.041,145.0,0.9943,3.15,0.63,9.9,5
913,0,1,5.8,0.29,0.05,0.8,0.038,30.0,0.9924,3.36,0.35,9.2,5
914,0,1,8.0,0.32,0.26,1.2,0.05,88.0,0.9946,3.24,0.37,9.5,4
915,0,1,5.6,0.29,0.05,0.8,0.038,30.0,0.9924,3.36,0.35,9.2,5
916,0,1,7.4,0.13,0.39,4.7,0.042,137.0,0.995,3.36,0.56,10.3,7
917,0,1,7.7,0.3,0.32,1.6,0.037,124.0,0.9919,2.93,0.33,11.0,6
918,0,1,7.0,0.24,0.34,1.4,0.031,107.0,0.99,3.06,0.39,11.9,6
919,0,1,8.6,0.18,0.4,1.1,0.04,107.0,0.9923,2.94,0.32,10.2,7
920,0,1,7.0,0.11,0.32,4.6,0.057,144.0,0.9956,3.55,0.44,9.4,7
921,0,1,7.7,0.32,0.62,10.6,0.036,153.0,0.9978,3.13,0.44,8.9,6
922,0,1,7.7,0.32,0.62,10.6,0.036,153.0,0.9978,3.13,0.44,8.9,6
923,0,1,6.5,0.26,0.27,12.9,0.044,215.0,0.9967,3.17,0.43,10.0,6
924,0,1,7.9,0.28,0.41,2.0,0.044,152.0,0.9934,3.45,0.49,10.7,8
925,0,1,6.3,0.27,0.23,2.9,0.047,100.0,0.9936,3.28,0.43,9.8,5
926,0,1,5.4,0.595,0.1,2.8,0.042,80.0,0.9932,3.36,0.38,9.3,5
927,0,1,6.7,0.25,0.33,2.9,0.057,173.0,0.9934,3.02,0.48,9.5,7
928,0,1,6.5,0.25,0.35,12.0,0.055,179.0,0.998,3.58,0.47,10.0,5
929,0,1,6.1,0.36,0.58,15.0,0.044,115.0,0.9978,3.15,0.51,9.0,5
930,0,1,7.7,0.17,0.52,5.9,0.017,84.0,0.9929,3.14,0.4,11.9,7
931,0,1,6.4,0.26,0.43,12.6,0.033,230.0,0.9974,3.08,0.38,8.9,5
932,0,1,6.5,0.26,0.28,12.5,0.046,225.0,0.99685,3.18,0.41,10.0,6
933,0,1,5.9,0.29,0.33,7.4,0.037,205.0,0.99495,3.26,0.41,9.6,5
934,0,1,6.2,0.28,0.43,13.0,0.039,233.0,0.99745,3.08,0.38,8.9,5
935,0,1,6.1,0.27,0.44,6.7,0.041,230.0,0.99505,3.12,0.4,8.9,5
936,0,1,6.4,0.43,0.32,1.4,0.048,67.0,0.992,3.08,0.41,11.4,5
937,0,1,6.1,0.36,0.58,15.0,0.044,115.0,0.9978,3.15,0.51,9.0,5
938,0,1,6.2,0.35,0.29,7.3,0.044,244.0,0.9956,3.36,0.55,10.0,6
939,0,1,7.7,0.24,0.29,15.3,0.044,194.0,0.9982,3.06,0.47,9.6,7
940,0,1,6.2,0.34,0.28,7.5,0.034,197.0,0.99485,3.14,0.6,9.7,5
941,0,1,6.3,0.27,0.46,11.75,0.037,212.0,0.9971,3.25,0.53,9.5,6
942,0,1,5.4,0.415,0.19,1.6,0.039,88.0,0.99265,3.54,0.41,10.0,7
943,0,1,6.9,0.48,0.36,3.5,0.03,135.0,0.9904,3.14,0.38,12.2,7
944,0,1,6.5,0.18,0.33,8.0,0.051,131.0,0.9965,3.28,0.44,8.7,7
945,0,1,6.7,0.15,0.29,5.0,0.058,105.0,0.9946,3.52,0.44,10.2,7
946,0,1,8.2,0.345,1.0,18.2,0.047,205.0,0.99965,2.96,0.43,9.6,5
947,0,1,8.5,0.16,0.35,1.6,0.039,147.0,0.9935,2.96,0.36,10.0,5
948,0,1,6.8,0.705,0.25,3.2,0.048,57.0,0.996,3.36,0.52,9.5,4
949,0,1,7.3,0.25,0.39,6.4,0.034,84.0,0.9942,3.18,0.46,11.5,5
950,0,1,7.6,0.345,0.26,1.9,0.043,134.0,0.9936,3.08,0.38,9.5,5
951,0,1,7.6,0.22,0.34,9.7,0.035,143.0,0.9965,3.08,0.49,9.8,6
952,0,1,6.5,0.17,0.33,1.4,0.028,99.0,0.9928,3.23,0.55,10.1,6
953,0,1,8.2,0.23,0.37,1.3,0.042,117.0,0.9928,2.99,0.36,10.0,5
954,0,1,7.6,0.22,0.34,9.7,0.035,143.0,0.9965,3.08,0.49,9.8,6
955,0,1,7.6,0.345,0.26,1.9,0.043,134.0,0.9936,3.08,0.38,9.5,5
956,0,1,7.5,0.32,0.26,1.8,0.042,133.0,0.9938,3.07,0.38,9.5,5
957,0,1,6.6,0.23,0.32,0.9,0.041,79.0,0.9926,3.39,0.54,10.2,7
958,0,1,6.6,0.2,0.32,1.1,0.039,78.0,0.9926,3.39,0.54,10.2,7
959,0,1,7.3,0.24,0.34,15.4,0.05,174.0,0.9983,3.03,0.42,9.0,6
960,0,1,7.3,0.24,0.34,15.4,0.05,174.0,0.9983,3.03,0.42,9.0,6
961,0,1,8.0,0.42,0.36,5.0,0.037,101.0,0.992,3.13,0.57,12.3,7
962,0,1,7.3,0.24,0.34,15.4,0.05,174.0,0.9983,3.03,0.42,9.0,6
963,0,1,6.1,0.19,0.25,4.0,0.023,112.0,0.9923,3.37,0.51,11.6,6
964,0,1,5.9,0.26,0.21,12.5,0.034,152.0,0.9972,3.28,0.43,9.5,6
965,0,1,8.3,0.23,0.43,3.2,0.035,101.0,0.9928,3.15,0.36,11.5,5
966,0,1,6.5,0.34,0.28,1.8,0.041,188.0,0.9928,3.13,0.37,9.6,6
967,0,1,6.8,0.22,0.35,17.5,0.039,153.0,0.9994,3.24,0.42,9.0,6
968,0,1,6.5,0.08,0.33,1.9,0.028,93.0,0.991,3.34,0.7,12.0,7
969,0,1,5.5,0.42,0.09,1.6,0.019,68.0,0.9906,3.33,0.51,11.4,7
970,0,1,5.1,0.42,0.01,1.5,0.017,102.0,0.9894,3.38,0.36,12.3,7
971,0,1,6.0,0.27,0.19,1.7,0.02,110.0,0.9898,3.32,0.47,12.6,7
973,0,1,6.5,0.08,0.33,1.9,0.028,93.0,0.991,3.34,0.7,12.0,7
974,0,1,7.1,0.13,0.38,1.8,0.046,114.0,0.9925,3.32,0.9,11.7,6
975,0,1,7.6,0.3,0.25,4.3,0.054,111.0,0.9956,3.12,0.49,9.2,5
976,0,1,6.6,0.13,0.3,4.9,0.058,131.0,0.9946,3.51,0.45,10.3,6
977,0,1,6.5,0.14,0.33,7.6,0.05,189.0,0.9966,3.25,0.49,8.6,5
978,0,1,7.7,0.28,0.33,6.7,0.037,155.0,0.9951,3.39,0.62,10.7,7
979,0,1,6.0,0.2,0.71,1.6,0.15,54.0,0.9927,3.12,0.47,9.8,5
980,0,1,6.0,0.19,0.71,1.5,0.152,55.0,0.9927,3.12,0.46,9.8,6
981,0,1,7.7,0.28,0.33,6.7,0.037,155.0,0.9951,3.39,0.62,10.7,7
982,0,1,5.1,0.39,0.21,1.7,0.027,72.0,0.9894,3.5,0.45,12.5,6
983,0,1,5.7,0.36,0.34,4.2,0.026,77.0,0.9907,3.41,0.45,11.9,6
984,0,1,6.9,0.19,0.33,1.6,0.043,149.0,0.9925,3.44,0.52,10.8,5
985,0,1,6.0,0.41,0.21,1.9,0.05,122.0,0.9928,3.42,0.52,10.5,6
986,0,1,7.4,0.28,0.3,5.3,0.054,161.0,0.9941,3.12,0.48,10.3,6
987,0,1,7.4,0.3,0.3,5.2,0.053,163.0,0.9941,3.12,0.45,10.3,6
988,0,1,6.9,0.19,0.33,1.6,0.043,149.0,0.9925,3.44,0.52,10.8,5
989,0,1,7.7,0.28,0.39,8.9,0.036,117.0,0.9935,3.06,0.38,12.0,7
990,0,1,8.6,0.16,0.38,3.4,0.04,143.0,0.9932,2.95,0.39,10.2,6
991,0,1,8.2,0.26,0.44,1.3,0.046,69.0,0.9944,3.14,0.62,10.2,4
992,0,1,6.5,0.25,0.27,15.2,0.049,217.0,0.9972,3.19,0.39,9.9,5
993,0,1,7.0,0.24,0.18,1.3,0.046,62.0,0.994,3.38,0.47,10.1,4
994,0,1,8.6,0.18,0.36,1.8,0.04,187.0,0.9956,3.25,0.55,9.5,6
995,0,1,7.8,0.27,0.34,1.6,0.046,154.0,0.9927,3.05,0.45,10.5,6
996,0,1,6.0,0.26,0.34,1.3,0.046,29.0,0.9924,3.29,0.63,10.4,5
997,0,1,6.1,0.24,0.27,9.8,0.062,152.0,0.9966,3.31,0.47,9.5,6
998,0,1,8.0,0.24,0.3,17.45,0.056,184.0,0.9997,3.05,0.5,9.2,6
999,0,1,7.6,0.21,0.6,2.1,0.046,165.0,0.9936,3.05,0.54,10.1,7
1000,0,1,8.0,0.19,0.36,1.8,0.05,84.0,0.9936,3.15,0.45,9.8,7
1001,0,1,6.4,0.28,0.41,6.8,0.045,216.0,0.9952,3.09,0.46,9.4,5
1002,0,1,6.4,0.28,0.43,7.1,0.045,221.0,0.9952,3.09,0.45,9.4,6
1003,0,1,6.9,0.24,0.39,1.3,0.063,136.0,0.9928,3.31,0.48,10.4,7
1004,0,1,5.8,0.36,0.26,3.3,0.038,153.0,0.9911,3.34,0.55,11.3,6
1005,0,1,6.6,0.18,0.28,3.3,0.044,91.0,0.993,3.42,0.64,10.8,6
1006,0,1,5.8,0.36,0.26,3.3,0.038,153.0,0.9911,3.34,0.55,11.3,6
1007,0,1,5.1,0.52,0.06,2.7,0.052,79.0,0.9932,3.32,0.43,9.3,5
1008,0,1,6.6,0.22,0.37,1.2,0.059,199.0,0.993,3.37,0.55,10.3,7
1009,0,1,8.3,0.15,0.39,1.3,0.055,146.0,0.993,3.08,0.39,10.5,6
1010,0,1,7.6,0.16,0.44,1.4,0.043,109.0,0.9932,3.11,0.75,10.3,6
1011,0,1,7.7,0.16,0.41,1.7,0.048,173.0,0.9932,3.24,0.66,11.2,7
1012,0,1,8.3,0.16,0.48,1.7,0.057,98.0,0.9943,3.15,0.41,10.3,6
1013,0,1,6.2,0.25,0.47,11.6,0.048,210.0,0.9968,3.19,0.5,9.5,5
1014,0,1,6.1,0.16,0.27,12.6,0.064,162.0,0.9994,3.66,0.43,8.9,5
1015,0,1,7.6,0.39,0.22,2.8,0.036,113.0,0.9926,3.03,0.29,10.2,5
1016,0,1,6.8,0.37,0.47,11.2,0.071,136.0,0.9968,2.98,0.88,9.2,5
1017,0,1,7.6,0.16,0.44,1.4,0.043,109.0,0.9932,3.11,0.75,10.3,6
1018,0,1,7.1,0.18,0.42,1.4,0.045,157.0,0.9916,2.95,0.31,10.5,6
1019,0,1,8.3,0.14,0.26,1.5,0.049,189.0,0.9946,3.21,0.62,9.5,6
1020,0,1,8.6,0.2,0.42,1.5,0.041,125.0,0.9925,3.11,0.49,11.4,7
1021,0,1,8.6,0.2,0.42,1.5,0.041,125.0,0.9925,3.11,0.49,11.4,7
1022,0,1,6.8,0.19,0.32,7.05,0.019,188.0,0.9935,3.25,0.37,11.1,8
1023,0,1,7.6,0.19,0.38,10.6,0.06,174.0,0.9962,3.13,0.38,10.5,6
1024,0,1,6.8,0.34,0.74,2.8,0.088,185.0,0.9928,3.51,0.7,12.0,6
1025,0,1,6.2,0.15,0.46,1.6,0.039,123.0,0.993,3.38,0.51,9.7,6
1026,0,1,6.6,0.14,0.44,1.6,0.042,140.0,0.993,3.32,0.51,10.2,6
1027,0,1,8.0,0.55,0.17,8.2,0.04,60.0,0.9956,3.09,0.3,9.5,4
1028,0,1,7.0,0.24,0.35,1.5,0.052,128.0,0.9941,3.41,0.59,10.4,7
1029,0,1,6.3,0.6,0.44,11.0,0.05,245.0,0.9972,3.19,0.57,9.3,4
1030,0,1,7.1,0.2,0.41,2.1,0.054,166.0,0.9948,3.48,0.62,10.5,6
1031,0,1,6.2,0.34,0.29,7.6,0.047,232.0,0.9955,3.35,0.62,10.0,6
1032,0,1,7.1,0.3,0.36,6.8,0.055,234.0,0.9972,3.49,0.64,10.2,6
1033,0,1,7.1,0.3,0.36,6.8,0.055,234.0,0.9972,3.49,0.64,10.2,6
1034,0,1,7.9,0.64,0.46,10.6,0.244,227.0,0.9983,2.87,0.74,9.1,3
1035,0,1,8.8,0.17,0.38,1.8,0.04,148.0,0.9942,3.16,0.67,10.2,6
1036,0,1,7.5,0.17,0.37,1.5,0.06,75.0,0.9936,3.54,0.88,10.7,5
1037,0,1,7.1,0.47,0.24,6.0,0.044,77.0,0.9956,3.21,0.56,9.7,5
1038,0,1,7.1,0.15,0.34,5.3,0.034,104.0,0.9953,3.37,0.52,9.3,7
1039,0,1,7.5,0.17,0.34,1.4,0.035,102.0,0.9918,3.05,0.74,11.0,5
1040,0,1,8.2,0.68,0.3,2.1,0.047,138.0,0.995,3.22,0.71,10.8,4
1041,0,1,7.7,0.275,0.3,1.0,0.039,75.0,0.992,3.01,0.56,10.7,5
